cryptocurrency_id,date_id,price_usd,market_cap,total_volume_24h
bitcoin,53,106.55,1204638318.0,0.0
bitcoin,54,107.9,1220273470.0,0.0
bitcoin,55,110.91,1254733148.0,0.0
bitcoin,56,109.015,1233750009.0,0.0
bitcoin,57,107.25,1214260369.0,0.0
bitcoin,58,108.0,1223181000.0,0.0
bitcoin,59,102.443,1160635652.0,0.0
bitcoin,60,103.691,1175194910.0,0.0
bitcoin,61,103.39,1172207388.0,0.0
bitcoin,62,99.66,1130338737.0,0.0
bitcoin,63,93.3311,1058953327.0,0.0
bitcoin,64,95.3886,1082693996.0,0.0
bitcoin,65,97.504,1107084792.0,0.0
bitcoin,66,89.489,1016445146.0,0.0
bitcoin,67,90.797,1031653673.0,0.0
bitcoin,68,78.8,895707780.0,0.0
bitcoin,69,78.48,892405890.0,0.0
bitcoin,70,67.809,771368060.0,0.0
bitcoin,71,68.0831,774804401.0,0.0
bitcoin,72,77.502,882356395.0,0.0
bitcoin,73,76.3915,870081997.0,0.0
bitcoin,74,77.0,877378425.0,0.0
bitcoin,75,85.75,977479256.0,0.0
bitcoin,76,93.804,1069724400.0,0.0
bitcoin,77,88.0622,1004551934.0,0.0
bitcoin,78,95.58,1090715949.0,0.0
bitcoin,79,94.0,1073073450.0,0.0
bitcoin,80,97.301,1111179853.0,0.0
bitcoin,81,98.9796,1130735527.0,0.0
bitcoin,82,97.8,1117707300.0,0.0
bitcoin,83,88.7869,1015062893.0,0.0
bitcoin,84,91.572,1047311253.0,0.0
bitcoin,85,89.28,1021492656.0,0.0
bitcoin,86,90.3672,1034399451.0,0.0
bitcoin,87,91.7024,1050054379.0,0.0
bitcoin,88,94.5806,1083333286.0,0.0
bitcoin,89,94.525,1083076902.0,0.0
bitcoin,90,96.9499,1111232483.0,0.0
bitcoin,91,94.13,1079278107.0,0.0
bitcoin,92,94.005,1078286703.0,0.0
bitcoin,93,98.5759,1131111629.0,0.0
bitcoin,94,101.5,1165105812.0,0.0
bitcoin,95,110.34,1267183179.0,0.0
bitcoin,96,106.23,1220481782.0,0.0
bitcoin,97,101.61,1167849454.0,0.0
bitcoin,98,103.7,1192378895.0,0.0
bitcoin,99,104.86,1206152150.0,0.0
ripple,99,0.00587384,45921034.0,0.0
bitcoin,100,106.56,1226188584.0,0.0
ripple,100,0.00565258,44191247.0,0.0
ripple,101,0.00466886,36500633.0,0.0
bitcoin,101,105.841,1218425716.0,0.0
bitcoin,102,106.75,1229098150.0,0.0
ripple,102,0.00448605,35071445.0,0.0
bitcoin,103,101.672,1171586790.0,0.0
ripple,103,0.00419553,32800191.0,0.0
bitcoin,104,103.4,1192028805.0,0.0
ripple,104,0.00427738,33440085.0,0.0
bitcoin,105,102.71,1184605785.0,0.0
ripple,105,0.00431834,33760306.0,0.0
ripple,106,0.00437208,34180440.0,0.0
bitcoin,106,103.77,1197378682.0,0.0
ripple,107,0.00439693,34374714.0,0.0
bitcoin,107,105.18,1214268916.0,0.0
bitcoin,108,106.068,1225008501.0,0.0
ripple,108,0.0042276,33050911.0,0.0
bitcoin,109,111.621,1289602061.0,0.0
ripple,109,0.00384587,30066588.0,0.0
bitcoin,110,111.87,1292943118.0,0.0
ripple,110,0.00332756,26014497.0,0.0
ripple,111,0.0029013,22682044.0,0.0
bitcoin,111,109.867,1270257534.0,0.0
bitcoin,112,112.74,1304015666.0,0.0
ripple,112,0.00549521,42960946.0,0.0
bitcoin,113,114.4,1323762440.0,0.0
ripple,113,0.00619764,48452466.0,0.0
bitcoin,114,118.782,1375023402.0,0.0
ripple,114,0.00555976,43465591.0,0.0
bitcoin,115,120.5,1395441212.0,0.0
ripple,115,0.00606081,47382745.0,0.0
bitcoin,116,121.51,1407757143.0,0.0
ripple,116,0.00633807,49550333.0,0.0
ripple,117,0.0059671,46650130.0,0.0
bitcoin,117,122.499,1419858347.0,0.0
bitcoin,118,120.0,1391517000.0,0.0
ripple,118,0.0051352,40146428.0,0.0
bitcoin,119,120.44,1397179275.0,0.0
ripple,119,0.00552798,43217138.0,0.0
ripple,120,0.00609973,47687017.0,0.0
bitcoin,120,122.0,1415749000.0,0.0
ripple,121,0.0064659,50549694.0,0.0
bitcoin,121,122.04,1416676932.0,0.0
bitcoin,122,125.67,1459371151.0,0.0
ripple,122,0.00641998,50190696.0,0.0
bitcoin,123,123.02,1429111038.0,0.0
ripple,123,0.00634881,49634297.0,0.0
bitcoin,124,123.44,1434594992.0,0.0
ripple,124,0.00582002,45500275.0,0.0
bitcoin,125,129.2,1502172870.0,0.0
ripple,125,0.00604502,47259300.0,0.0
ripple,126,0.00586333,45838868.0,0.0
bitcoin,126,137.76,1602407100.0,0.0
bitcoin,127,138.17,1607960283.0,0.0
ripple,127,0.00580064,45348764.0,0.0
bitcoin,128,137.17,1597132036.0,0.0
ripple,128,0.00562712,43992204.0,0.0
bitcoin,129,137.51,1601702729.0,0.0
ripple,129,0.00567312,44351827.0,0.0
bitcoin,130,135.21,1575534525.0,0.0
ripple,130,0.005577,43600371.0,0.0
ripple,131,0.00583863,45645766.0,0.0
bitcoin,131,129.96,1514888487.0,0.0
ripple,132,0.0059111,46212328.0,0.0
bitcoin,132,126.13,1470861842.0,0.0
ripple,133,0.006188,48377102.0,0.0
bitcoin,133,123.73,1443353756.0,0.0
bitcoin,134,121.77,1420952396.0,0.0
ripple,134,0.00614238,48020450.0,0.0
bitcoin,135,126.4,1475596760.0,0.0
ripple,135,0.00618881,48383435.0,0.0
bitcoin,136,127.78,1492304286.0,0.0
ripple,136,0.00585396,45765614.0,0.0
bitcoin,137,131.65,1538132775.0,0.0
ripple,137,0.00608146,47544184.0,0.0
bitcoin,138,134.22,1568874092.0,0.0
ripple,138,0.00642623,50239558.0,0.0
bitcoin,139,135.05,1579271324.0,0.0
ripple,139,0.0065889,51511294.0,0.0
bitcoin,140,131.39,1537187451.0,0.0
ripple,140,0.00634135,49575975.0,0.0
ripple,141,0.0064294,50264341.0,0.0
bitcoin,141,129.95,1520967287.0,0.0
bitcoin,142,131.48,1539430293.0,0.0
ripple,142,0.00704318,55062805.0,0.0
bitcoin,143,131.31,1538014334.0,0.0
ripple,143,0.00961002,75130077.0,0.0
bitcoin,144,132.06,1547280990.0,0.0
ripple,144,0.0108464,84795960.0,0.0
bitcoin,145,130.23,1526484433.0,0.0
ripple,145,0.0111217,86948225.0,0.0
ripple,146,0.0101137,79067792.0,0.0
bitcoin,146,128.57,1507618248.0,0.0
ripple,147,0.00974518,76186743.0,0.0
bitcoin,147,126.78,1487211807.0,0.0
bitcoin,148,128.37,1506534274.0,0.0
ripple,148,0.0104008,81312308.0,0.0
bitcoin,149,126.73,1487984454.0,0.0
ripple,149,0.0100193,78329783.0,0.0
bitcoin,150,126.09,1481135098.0,0.0
ripple,150,0.010433,81564044.0,0.0
ripple,151,0.0105899,82790671.0,0.0
bitcoin,151,127.99,1504122481.0,0.0
bitcoin,152,128.02,1505025524.0,0.0
ripple,152,0.011676,91281681.0,0.0
bitcoin,153,131.84,1550524096.0,0.0
bitcoin,154,133.93,1575663012.0,0.0
ripple,154,0.0143469,112162483.0,0.0
bitcoin,155,140.28,1650965841.0,0.0
ripple,155,0.0141405,110548871.0,0.0
bitcoin,156,131.65,1549941780.0,0.0
ripple,156,0.0110409,86316539.0,0.0
bitcoin,157,132.55,1561200410.0,0.0
ripple,157,0.0119368,93320587.0,0.0
bitcoin,158,132.04,1555751397.0,0.0
ripple,158,0.00930593,72752735.0,0.0
bitcoin,159,123.07,1450746083.0,0.0
ripple,159,0.00840092,65677467.0,0.0
bitcoin,160,128.26,1512486811.0,0.0
ripple,160,0.00946689,74011103.0,0.0
ripple,161,0.0092795,72546108.0,0.0
bitcoin,161,129.57,1528611793.0,0.0
bitcoin,162,127.56,1505549223.0,0.0
ripple,162,0.0103753,81112952.0,0.0
bitcoin,163,128.38,1515724889.0,0.0
ripple,163,0.00933073,72946619.0,0.0
bitcoin,164,125.72,1484816060.0,0.0
ripple,164,0.00971878,75980351.0,0.0
bitcoin,165,130.9,1546580228.0,0.0
ripple,165,0.00944168,73814014.0,0.0
ripple,166,0.010089,78874690.0,0.0
bitcoin,166,129.68,1532820842.0,0.0
ripple,167,0.00906698,70884650.0,0.0
bitcoin,167,130.27,1540367845.0,0.0
bitcoin,168,135.35,1601082220.0,0.0
ripple,168,0.00891616,69705556.0,0.0
bitcoin,169,135.48,1603402413.0,0.0
ripple,169,0.00889263,69521601.0,0.0
bitcoin,170,140.48,1663458800.0,0.0
ripple,170,0.00853884,66755710.0,0.0
ripple,171,0.00798699,62441408.0,0.0
bitcoin,171,143.89,1704751164.0,0.0
bitcoin,172,143.61,1702245233.0,0.0
ripple,172,0.00758473,59296583.0,0.0
bitcoin,173,146.15,1732995548.0,0.0
ripple,173,0.00776452,60702162.0,0.0
bitcoin,174,151.34,1795176162.0,0.0
ripple,174,0.00776709,60722254.0,0.0
bitcoin,175,170.51,2023531688.0,0.0
ripple,175,0.00729291,57015167.0,0.0
bitcoin,176,172.01,2042261829.0,0.0
ripple,176,0.00753032,58871212.0,0.0
ripple,177,0.00674171,52705946.0,0.0
bitcoin,177,181.41,2154778910.0,0.0
bitcoin,178,193.45,2298993654.0,0.0
ripple,178,0.00678454,53040786.0,0.0
bitcoin,179,206.78,2458505640.0,0.0
ripple,179,0.0074298,58085358.0,0.0
ripple,180,0.00872816,68235793.0,0.0
bitcoin,180,198.8,2364666360.0,0.0
ripple,181,0.00693994,54255686.0,0.0
bitcoin,181,172.48,2052637048.0,0.0
bitcoin,182,178.96,2130644072.0,0.0
ripple,182,0.00630711,49308291.0,0.0
bitcoin,183,189.83,2260913266.0,0.0
ripple,183,0.00664484,51948627.0,0.0
bitcoin,184,198.55,2365643830.0,0.0
ripple,184,0.0063276,49468479.0,0.0
bitcoin,185,204.39,2436022215.0,0.0
ripple,185,0.00593466,46396518.0,0.0
ripple,186,0.00605789,47359916.0,0.0
bitcoin,186,204.2,2434768490.0,0.0
ripple,187,0.00599734,46886543.0,0.0
bitcoin,187,203.88,2432069229.0,0.0
bitcoin,188,205.26,2449516394.0,0.0
ripple,188,0.00618308,48338638.0,0.0
bitcoin,189,206.89,2470106260.0,0.0
ripple,189,0.00653112,51059576.0,0.0
bitcoin,190,212.45,2537555912.0,0.0
ripple,190,0.00715258,55918082.0,0.0
ripple,191,0.00719038,56213598.0,0.0
bitcoin,191,226.28,2703825377.0,0.0
bitcoin,192,230.63,2756789579.0,0.0
ripple,192,0.0069937,54675976.0,0.0
bitcoin,193,260.85,3119094311.0,0.0
ripple,193,0.00775965,60664089.0,0.0
bitcoin,194,295.63,3536067384.0,0.0
ripple,194,0.00889267,69521914.0,0.0
bitcoin,195,332.02,3972444990.0,0.0
ripple,195,0.0105597,82554571.0,0.0
ripple,196,0.00881359,68903675.0,0.0
bitcoin,196,358.0,4284552950.0,0.0
bitcoin,197,313.0,3747322075.0,0.0
bitcoin,198,340.55,4078792891.0,0.0
ripple,198,0.00837478,65473107.0,0.0
bitcoin,199,355.48,4259334699.0,0.0
ripple,199,0.00892624,69784361.0,0.0
bitcoin,200,404.17,4844512975.0,0.0
ripple,200,0.0105099,82165240.0,0.0
bitcoin,201,408.84,4902328893.0,0.0
ripple,201,0.00987478,77199942.0,0.0
bitcoin,202,424.16,5087746180.0,0.0
ripple,202,0.0096295,75282370.0,0.0
bitcoin,203,437.41,5248843453.0,0.0
ripple,203,0.00998194,78037707.0,0.0
bitcoin,204,488.36,5862542038.0,0.0
ripple,204,0.0103268,80733784.0,0.0
bitcoin,205,580.87,6975450004.0,0.0
ripple,205,0.0109638,85713780.0,0.0
bitcoin,206,614.4,7380464640.0,0.0
ripple,206,0.0082943,64843923.0,0.0
bitcoin,207,565.34,6793450510.0,0.0
ripple,207,0.00728586,56960051.0,0.0
bitcoin,208,675.06,8114440594.0,0.0
bitcoin,209,731.15,8790506777.0,0.0
ripple,209,0.008754,68437807.0,0.0
bitcoin,210,819.31,9853534129.0,0.0
ripple,210,0.00995799,77850468.0,0.0
bitcoin,211,764.43,9196532447.0,0.0
ripple,212,0.0134786,105374209.0,0.0
bitcoin,212,793.07,9544775891.0,0.0
ripple,213,0.0230756,180402498.0,0.0
bitcoin,213,832.93,10028164851.0,0.0
ripple,214,0.0234877,183624250.0,0.0
bitcoin,214,914.13,11009416068.0,0.0
bitcoin,215,979.08,11795833455.0,0.0
bitcoin,216,1101.83,13280659993.0,0.0
ripple,216,0.0297636,232688545.0,0.0
bitcoin,217,1127.45,13593664650.0,0.0
ripple,217,0.0357765,279696734.0,0.0
bitcoin,218,1033.39,12464724345.0,0.0
ripple,218,0.0527312,412246710.0,0.0
bitcoin,219,974.03,11753157346.0,0.0
ripple,219,0.0575158,449652186.0,0.0
bitcoin,220,1078.64,13020236474.0,0.0
ripple,220,0.0491969,384615942.0,0.0
bitcoin,221,1121.48,13542487814.0,0.0
ripple,221,0.0543969,425268969.0,0.0
bitcoin,222,989.04,11947405392.0,0.0
ripple,222,0.0541564,423388767.0,0.0
ripple,223,0.0469207,366820862.0,0.0
bitcoin,223,1019.66,12322234219.0,0.0
bitcoin,224,811.98,9816777302.0,0.0
ripple,224,0.0346756,271090019.0,0.0
bitcoin,225,743.11,8987358118.0,0.0
ripple,225,0.034439,269240307.0,0.0
bitcoin,226,897.89,10863885372.0,0.0
ripple,226,0.0386676,302299035.0,0.0
bitcoin,227,927.78,11230173843.0,0.0
ripple,227,0.0437476,342013915.0,0.0
bitcoin,228,887.08,10741252534.0,0.0
ripple,228,0.0380613,297559049.0,0.0
bitcoin,229,878.17,10636987805.0,0.0
ripple,229,0.034566,270233179.0,0.0
ripple,230,0.034352,268560150.0,0.0
bitcoin,230,897.27,10872198158.0,0.0
bitcoin,231,866.99,10509219285.0,0.0
ripple,231,0.0322093,251808758.0,0.0
bitcoin,232,854.62,10363485334.0,0.0
ripple,232,0.0290606,227192568.0,0.0
bitcoin,233,789.15,9573257565.0,0.0
ripple,233,0.0234149,183055108.0,0.0
bitcoin,234,691.65,8393847109.0,0.0
ripple,234,0.0183658,143581800.0,0.0
bitcoin,235,559.36,6791343584.0,0.0
ripple,235,0.0168461,131700953.0,0.0
bitcoin,236,677.84,8233502182.0,0.0
ripple,236,0.0207833,162481549.0,0.0
bitcoin,237,694.25,8436421862.0,0.0
ripple,237,0.0214271,167514706.0,0.0
ripple,238,0.0215525,168495070.0,0.0
bitcoin,238,596.12,7246404914.0,0.0
ripple,239,0.0220126,172092081.0,0.0
bitcoin,239,650.27,7907201916.0,0.0
bitcoin,240,645.75,7854951431.0,0.0
ripple,240,0.0231614,181073273.0,0.0
bitcoin,241,659.94,8030446893.0,0.0
ripple,241,0.0225342,176169892.0,0.0
bitcoin,242,668.74,8140337961.0,0.0
ripple,242,0.0219629,171703532.0,0.0
bitcoin,243,734.59,8944973877.0,0.0
ripple,243,0.0243375,190267893.0,0.0
bitcoin,244,734.27,8944473292.0,62881800.0
ripple,244,0.0264432,206730023.0,133863.0
bitcoin,245,738.81,9002769255.0,28121600.0
ripple,245,0.0273354,213705145.0,139954.0
ripple,246,0.0272621,213132093.0,51404.0
bitcoin,246,726.47,8855251580.0,27018300.0
bitcoin,247,760.52,9270681761.0,24717100.0
ripple,247,0.0276683,216307720.0,69671.0
bitcoin,248,755.16,9205343763.0,21903500.0
ripple,248,0.0274381,214508042.0,63399.0
bitcoin,249,767.74,9358693020.0,23448600.0
ripple,249,0.0270432,211420757.0,55836.0
bitcoin,250,772.53,9417082760.0,16837800.0
ripple,250,0.028997,226695350.0,118745.0
bitcoin,251,825.47,10062417390.0,54171500.0
ripple,251,0.0276943,216510985.0,89287.0
bitcoin,252,849.14,10350952914.0,36344700.0
ripple,252,0.0280872,219582634.0,60288.0
bitcoin,253,919.41,11207538944.0,62414600.0
ripple,253,0.0249197,194819468.0,195215.0
bitcoin,254,936.38,11414401972.0,88584600.0
ripple,254,0.0255103,199436714.0,180323.0
ripple,255,0.0237737,185860167.0,75928.0
bitcoin,255,826.5,10107681750.0,80268100.0
bitcoin,256,838.32,10256342208.0,78060300.0
ripple,256,0.0231652,181102981.0,79840.0
bitcoin,257,853.29,10443906952.0,58813600.0
ripple,257,0.0226096,176759361.0,98533.0
bitcoin,258,863.3,10570439442.0,29763600.0
ripple,258,0.0225619,176386448.0,62956.0
bitcoin,259,905.72,11094594497.0,48299500.0
ripple,259,0.0239417,187173572.0,69314.0
bitcoin,260,867.45,10630187711.0,40171100.0
ripple,260,0.0221986,173546208.0,42787.0
bitcoin,261,840.96,10309307616.0,42950500.0
ripple,261,0.0216556,169301094.0,15322.0
ripple,262,0.021214,165848714.0,41972.0
bitcoin,262,838.05,10276902394.0,23469400.0
bitcoin,263,860.44,10555404678.0,28600400.0
ripple,263,0.0222549,173986356.0,25227.0
bitcoin,264,837.98,10283900055.0,18719700.0
ripple,264,0.0210663,164694012.0,57725.0
bitcoin,265,812.9,9979241690.0,39266000.0
ripple,265,0.0204377,159779686.0,72247.0
bitcoin,266,840.0,10315662000.0,18052700.0
ripple,266,0.0211652,165467201.0,23502.0
bitcoin,267,838.17,10293335273.0,17574100.0
ripple,267,0.0213437,166862694.0,17951.0
bitcoin,268,869.15,10677333920.0,25421600.0
ripple,268,0.0207658,162344736.0,69046.0
bitcoin,269,869.57,10686776168.0,26779700.0
ripple,269,0.0199247,155769109.0,65473.0
ripple,270,0.0199726,156143586.0,80476.0
bitcoin,270,865.03,10635024832.0,17879900.0
ripple,271,0.0191161,149447563.0,81644.0
bitcoin,271,846.97,10417265166.0,18412100.0
bitcoin,272,808.32,9945387408.0,20176000.0
ripple,272,0.0182854,142953242.0,111662.0
bitcoin,273,804.39,9900713656.0,31742800.0
ripple,273,0.0185526,145042182.0,108301.0
bitcoin,274,853.51,10508799200.0,22676800.0
ripple,274,0.0191786,149936181.0,84073.0
bitcoin,275,891.86,10984370725.0,32539200.0
ripple,275,0.0204128,159585021.0,66064.0
bitcoin,276,777.0,9573533550.0,61878700.0
ripple,276,0.0209537,163813717.0,132292.0
bitcoin,277,816.85,10067676250.0,33409200.0
ripple,277,0.0204254,159683526.0,82655.0
bitcoin,278,817.17,10074827642.0,16261700.0
ripple,278,0.0203404,159019006.0,29239.0
bitcoin,279,817.93,10087796517.0,31107400.0
ripple,279,0.0203371,158993206.0,82570.0
bitcoin,280,832.52,10271715012.0,14722200.0
ripple,280,0.0206331,161307302.0,110279.0
bitcoin,281,836.41,10323662258.0,19347600.0
ripple,281,0.0208784,163225030.0,121498.0
bitcoin,282,813.38,10043290888.0,12759200.0
ripple,282,0.0214641,167803968.0,92102.0
bitcoin,283,832.36,10281144248.0,14823400.0
ripple,283,0.0214894,168001761.0,82358.0
bitcoin,284,830.92,10267242207.0,15706200.0
ripple,284,0.0208163,162739539.0,51553.0
bitcoin,285,805.08,9951171213.0,47441900.0
ripple,285,0.020027,156568879.0,91009.0
ripple,286,0.0183476,143439515.0,94078.0
bitcoin,286,721.32,8918941470.0,65733100.0
bitcoin,287,701.61,8678266711.0,86940400.0
ripple,287,0.0184492,144233812.0,137345.0
bitcoin,288,672.07,8315656524.0,34864400.0
ripple,288,0.0173264,135455886.0,46602.0
ripple,289,0.0177394,138684674.0,78993.0
bitcoin,289,689.65,8535556672.0,38527400.0
ripple,290,0.0182464,142648344.0,135739.0
bitcoin,290,697.76,8638931672.0,121884000.0
bitcoin,291,655.26,8115968452.0,65970400.0
ripple,291,0.0172474,134838272.0,84918.0
bitcoin,292,651.91,8077474557.0,19109100.0
ripple,292,0.0167991,131333512.0,64686.0
bitcoin,293,623.57,7729134561.0,90917600.0
ripple,293,0.0157666,123261541.0,104394.0
bitcoin,294,644.1,7986582360.0,57350800.0
ripple,294,0.0159131,124406862.0,158770.0
ripple,295,0.0161888,126562254.0,81918.0
bitcoin,295,613.85,7614456286.0,24104900.0
bitcoin,296,645.14,8005429360.0,48516100.0
ripple,296,0.015269,119371359.0,84985.0
bitcoin,297,625.01,7758139753.0,22066400.0
ripple,297,0.0153238,119799780.0,115312.0
ripple,298,0.0152173,118967174.0,191498.0
bitcoin,298,620.99,7711283048.0,13276100.0
ripple,299,0.0153568,120057770.0,223546.0
bitcoin,299,593.89,7377405511.0,35743400.0
bitcoin,300,582.75,7241455462.0,56059000.0
ripple,300,0.0145808,113991087.0,188522.0
bitcoin,301,571.06,7098404288.0,21675800.0
ripple,301,0.0147336,115185661.0,93763.0
bitcoin,302,622.97,7746491782.0,44590700.0
ripple,302,0.0156294,122188927.0,88774.0
bitcoin,303,572.39,7120130927.0,47229500.0
ripple,303,0.0149639,116986121.0,63366.0
bitcoin,304,489.31,6088839080.0,111102000.0
ripple,304,0.0113426,88675197.0,122708.0
ripple,305,0.0137323,107357608.0,175388.0
bitcoin,305,567.25,7061198906.0,75039300.0
bitcoin,306,586.28,7300959497.0,38219000.0
ripple,306,0.0138436,108227739.0,151039.0
bitcoin,307,567.2,7065922360.0,24649000.0
ripple,307,0.0141288,110457401.0,29209.0
ripple,308,0.0138003,107889224.0,164650.0
bitcoin,308,560.11,6979712746.0,22903800.0
ripple,309,0.0136833,106974531.0,79966.0
bitcoin,309,561.35,6997269851.0,11143900.0
bitcoin,310,585.79,7304054418.0,33049800.0
ripple,310,0.0139152,108787500.0,85549.0
bitcoin,311,675.0,8418886875.0,86124600.0
ripple,311,0.015657,122404700.0,231513.0
bitcoin,312,658.24,8212712376.0,26946700.0
ripple,312,0.0158142,123633673.0,84658.0
bitcoin,313,654.55,8169324004.0,16659800.0
ripple,313,0.0160143,125198032.0,137670.0
ripple,314,0.0152577,119283017.0,165546.0
bitcoin,314,617.62,7711032022.0,29823000.0
bitcoin,315,610.37,7623170337.0,21353000.0
ripple,315,0.0147279,115141099.0,108130.0
bitcoin,316,636.17,7947989895.0,15489000.0
ripple,316,0.0145256,113559540.0,12954.0
ripple,317,0.0144892,113274969.0,17615.0
bitcoin,317,621.17,7763134192.0,16425700.0
ripple,318,0.0147453,115277130.0,107847.0
bitcoin,318,624.23,7803983008.0,12542300.0
bitcoin,319,638.07,7979719372.0,20806300.0
ripple,319,0.0143696,112339949.0,239703.0
bitcoin,320,639.03,7994472985.0,12866600.0
ripple,320,0.0143613,112275061.0,48143.0
bitcoin,321,629.67,7879611671.0,11939800.0
ripple,321,0.0142599,111482327.0,120309.0
bitcoin,322,638.07,7987471922.0,5963930.0
ripple,322,0.0143668,112318059.0,65615.0
bitcoin,323,629.55,7883319532.0,4834240.0
ripple,323,0.0143675,112323532.0,50259.0
bitcoin,324,623.705,7812934238.0,13371500.0
ripple,324,0.0140547,109878096.0,106374.0
ripple,325,0.0136943,107060528.0,102741.0
bitcoin,325,612.622,7676276184.0,23217800.0
bitcoin,326,610.636,7653772688.0,15227500.0
ripple,326,0.014008,109513000.0,109271.0
bitcoin,327,592.07,7423640092.0,20048500.0
ripple,327,0.0136985,107093363.0,72733.0
ripple,328,0.0133853,104644800.0,219999.0
bitcoin,328,582.303,7303695511.0,38053400.0
ripple,329,0.0129715,101409757.0,100693.0
bitcoin,329,561.22,7041711523.0,17983700.0
bitcoin,330,567.779,7127031703.0,10283000.0
ripple,330,0.0127485,99666368.0,179944.0
bitcoin,331,571.418,7175538679.0,17185800.0
ripple,331,0.0125302,97959723.0,113405.0
bitcoin,332,582.55,7317439677.0,18634700.0
ripple,332,0.0127123,99383360.0,95987.0
bitcoin,333,584.442,7343002343.0,17583200.0
ripple,333,0.0127315,99533464.0,158163.0
ripple,334,0.0110146,86110929.0,229366.0
bitcoin,334,567.64,7133333206.0,22316700.0
bitcoin,335,503.661,6331497248.0,79571600.0
ripple,335,0.010733,83909411.0,267406.0
bitcoin,336,502.302,6317113200.0,26810900.0
ripple,336,0.0105044,82122242.0,195563.0
ripple,337,0.00997515,77984623.0,124124.0
bitcoin,337,469.938,5912148997.0,17867800.0
ripple,338,0.00905744,70810068.0,203590.0
bitcoin,338,457.399,5756309240.0,56838500.0
bitcoin,339,478.7163,6023351178.0,35685800.0
ripple,339,0.008703062334,68458134.0,172709.0
bitcoin,340,437.515,5506313797.0,49647600.0
ripple,340,0.0097215833,61931056.0,306889.0
bitcoin,341,447.0822,5604036051.0,40765500.0
ripple,341,0.007761346992,62108287.0,172873.0
bitcoin,342,448.8792,5641613449.0,22925500.0
ripple,342,0.0077431662,63275967.0,132007.0
bitcoin,343,464.8259,5824866676.0,13404500.0
ripple,343,0.008315735351,65075567.0,73596.0
ripple,344,0.008034656832,64471714.0,95708.0
bitcoin,344,460.7028,5808861023.0,10241400.0
bitcoin,345,457.792,5775641210.0,9802770.0
ripple,345,0.00822231,64281113.0,63143.0
bitcoin,346,450.4638,5718579640.0,10921600.0
ripple,346,0.008324571024,62642875.0,65204.0
ripple,347,0.007809117842,61493410.0,221844.0
bitcoin,347,440.1983,5589580215.0,13204400.0
ripple,348,0.005791493235,49396946.0,332953.0
bitcoin,348,360.8407,4611917257.0,55868300.0
bitcoin,349,420.0563,5318033925.0,62562800.0
ripple,349,0.006044610157,51456022.0,345888.0
bitcoin,350,420.66,5321874506.0,19226500.0
ripple,350,0.006057504,48919273.0,182421.0
bitcoin,351,414.9495,5234667259.0,22493500.0
ripple,351,0.00624084048,46807035.0,153005.0
bitcoin,352,457.6338,5802302128.0,50730200.0
ripple,352,0.006553316016,50955129.0,466329.0
ripple,353,0.006933243589,60350200.0,274616.0
