cryptocurrency_id,date_id,price_btc,price_eth,price_eur,price_usd,price_satoshis,market_cap_btc,market_cap_eth,market_cap_eur,market_cap_usd,market_cap_satoshis,total_volume_btc,total_volume_eth,total_volume_eur,total_volume_usd,total_volume_satoshis
bitcoin,19,1.0,,88.2102,114.156,,11158850.003503976,,984324390.5790864,1273849681.0,,0.0,,0.0,0.0,
bitcoin,20,1.0,,91.5815,115.5,,11162574.995670997,,1022285361.9660434,1289277412.0,,0.0,,0.0,0.0,
bitcoin,21,1.0,,95.8971,123.1,,11166574.995938262,,1070842159.0429908,1374605382.0,,0.0,,0.0,0.0,
bitcoin,22,1.0,,96.0028,123.88,,11170125.0,,1072363276.35,1383755085.0,,0.0,,0.0,0.0,
bitcoin,23,1.0,,95.3844,120.501,,11174175.002697073,,1065841978.1272588,1346499262.0,,0.0,,0.0,0.0,
bitcoin,24,1.0,,94.9896,122.58,,11177450.0,,1061741504.52,1370131821.0,,0.0,,0.0,0.0,
bitcoin,25,1.0,,95.4072,122.9,,11181075.004068349,,1066755059.1281496,1374154118.0,,0.0,,0.0,0.0,
bitcoin,26,1.0,,95.9877,123.0,,11185300.0,,1073651220.81,1375791900.0,,0.0,,0.0,0.0,
bitcoin,27,1.0,,98.11,125.748,,11189375.003976207,,1097789581.6401055,1407041528.0,,0.0,,0.0,0.0,
bitcoin,28,1.0,,102.9938,131.7,,11193474.996203491,,1152858525.0639832,1474180657.0,,0.0,,0.0,0.0,
bitcoin,29,1.0,,101.9565,130.77,,11197649.996176492,,1141673201.8351686,1464316690.0,,0.0,,0.0,0.0,
bitcoin,30,1.0,,103.2175,134.6,,11201850.0,,1156226952.375,1507769010.0,,0.0,,0.0,0.0,
bitcoin,31,1.0,,100.3132,128.985,,11206300.00387642,,1124139813.548856,1445444606.0,,0.0,,0.0,0.0,
bitcoin,32,1.0,,99.7548,129.179,,11210150.00116118,,1118266271.3358333,1448115967.0,,0.0,,0.0,0.0,
bitcoin,33,1.0,,102.7794,132.13,,11214575.001892077,,1152627289.9494665,1481781795.0,,0.0,,0.0,0.0,
bitcoin,34,1.0,,99.6187,127.401,,11218975.000196232,,1117619704.8520482,1429308634.0,,0.0,,0.0,0.0,
bitcoin,35,1.0,,98.8856,127.98,,11223525.00390686,,1109845004.1263323,1436386730.0,,0.0,,0.0,0.0,
bitcoin,36,1.0,,99.3948,129.09,,11228600.0,,1116064451.28,1449499974.0,,0.0,,0.0,0.0,
bitcoin,37,1.0,,94.3005,121.3,,11234000.0,,1059371817.0,1362684200.0,,0.0,,0.0,0.0,
bitcoin,38,1.0,,92.9568,121.16,,11239400.0,,1044778657.92,1361765704.0,,0.0,,0.0,0.0,
bitcoin,39,1.0,,93.2043,121.309,,11244950.003709536,,1048077693.6307446,1364113640.0,,0.0,,0.0,0.0,
bitcoin,40,1.0,,90.9132,121.714,,11249599.996713609,,1022737134.4212236,1369233814.0,,0.0,,0.0,0.0,
bitcoin,41,1.0,,84.0138,119.0,,11254075.0,,945497606.235,1339234925.0,,0.0,,0.0,0.0,
bitcoin,42,1.0,,81.6081,110.09,,11258024.99772913,,918746029.8171786,1239395972.0,,0.0,,0.0,0.0,
bitcoin,43,1.0,,75.9808,108.401,,11262575.003920628,,855739458.8578925,1220874393.0,,0.0,,0.0,0.0,
bitcoin,44,1.0,,80.5148,99.7497,,11266650.00496242,,907132071.8195482,1123844958.0,,0.0,,0.0,0.0,
bitcoin,45,1.0,,82.2838,105.99,,11270925.002358712,,927414538.709084,1194605341.0,,0.0,,0.0,0.0,
bitcoin,46,1.0,,81.7592,108.9,,11275524.995408632,,921877903.2046136,1227904672.0,,0.0,,0.0,0.0,
bitcoin,47,1.0,,78.0,108.4,,11280625.0,,879888750.0,1222819750.0,,0.0,,0.0,0.0,
bitcoin,48,1.0,,74.8329,102.769,,11285175.004135488,,844502372.5669706,1159766150.0,,0.0,,0.0,0.0,
bitcoin,49,1.0,,74.8098,98.399,,11289774.99771339,,844585809.6239393,1110902570.0,,0.0,,0.0,0.0,
bitcoin,50,1.0,,74.8707,99.99,,11294000.000000002,,845589685.8000001,1129287060.0,,0.0,,0.0,0.0,
bitcoin,51,1.0,,76.3907,100.42,,11298650.0,,863111782.555,1134610433.0,,0.0,,0.0,0.0,
bitcoin,52,1.0,,80.3631,102.0,,11302300.0,,908287865.13,1152834600.0,,0.0,,0.0,0.0,
bitcoin,53,1.0,,80.84,106.55,,11305850.004692633,,913964914.3793525,1204638318.0,,0.0,,0.0,0.0,
bitcoin,54,1.0,,83.571,107.9,,11309300.0,,945129510.3,1220273470.0,,0.0,,0.0,0.0,
bitcoin,55,1.0,,82.8054,110.91,,11313074.99774592,,936783700.41835,1254733148.0,,0.0,,0.0,0.0,
bitcoin,56,1.0,,82.3009,109.015,,11317250.002293264,,931419860.7137376,1233750009.0,,0.0,,0.0,0.0,
bitcoin,57,1.0,,82.1938,107.25,,11321775.002331002,,930579710.186594,1214260369.0,,0.0,,0.0,0.0,
bitcoin,58,1.0,,77.8076,108.0,,11325750.0,,881229425.6999999,1223181000.0,,0.0,,0.0,0.0,
bitcoin,59,1.0,,78.7549,102.443,,11329575.00268442,,892259546.3789113,1160635652.0,,0.0,,0.0,0.0,
bitcoin,60,1.0,,79.4311,103.691,,11333625.001205504,,900242300.8332546,1175194910.0,,0.0,,0.0,0.0,
bitcoin,61,1.0,,78.1492,103.39,,11337725.002418028,,886034138.7589669,1172207388.0,,0.0,,0.0,0.0,
bitcoin,62,1.0,,72.6188,99.66,,11341950.0,,823638798.6599998,1130338737.0,,0.0,,0.0,0.0,
bitcoin,63,1.0,,72.9441,93.3311,,11346200.001928616,,827638347.5606813,1058953327.0,,0.0,,0.0,0.0,
bitcoin,64,1.0,,74.9331,95.3886,,11350349.999895165,,850516911.5771444,1082693996.0,,0.0,,0.0,0.0,
bitcoin,65,1.0,,65.0205,97.504,,11354250.0,,738259012.125,1107084792.0,,0.0,,0.0,0.0,
bitcoin,66,1.0,,67.1281,89.489,,11358325.000838092,,762462776.4887595,1016445146.0,,0.0,,0.0,0.0,
bitcoin,67,1.0,,59.1872,90.797,,11362199.995594569,,672496803.5792549,1031653673.0,,0.0,,0.0,0.0,
bitcoin,68,1.0,,59.7792,78.8,,11366850.0,,679501199.52,895707780.0,,0.0,,0.0,0.0,
bitcoin,69,1.0,,51.2984,78.48,,11371125.0,,583320518.7,892405890.0,,0.0,,0.0,0.0,
bitcoin,70,1.0,,52.057,67.809,,11375599.994101075,,592179608.8929198,771368060.0,,0.0,,0.0,0.0,
bitcoin,71,1.0,,56.5087,68.0831,,11380275.00216647,,643084546.0149244,774804401.0,,0.0,,0.0,0.0,
bitcoin,72,1.0,,58.1136,77.502,,11384950.00129029,,661620430.3949834,882356395.0,,0.0,,0.0,0.0,
bitcoin,73,1.0,,57.7136,76.3915,,11389775.001145417,,657344918.5061061,870081997.0,,0.0,,0.0,0.0,
bitcoin,74,1.0,,65.9978,77.0,,11394525.0,,752013582.045,877378425.0,,0.0,,0.0,0.0,
bitcoin,75,1.0,,70.2041,85.75,,11399174.997084549,,800268821.4128233,977479256.0,,0.0,,0.0,0.0,
bitcoin,76,1.0,,67.6164,93.804,,11403824.996801842,,771085592.5137521,1069724400.0,,0.0,,0.0,0.0,
bitcoin,77,1.0,,69.9784,88.0622,,11407299.999318665,,798264602.272321,1004551934.0,,0.0,,0.0,0.0,
bitcoin,78,1.0,,69.1701,95.58,,11411550.0,,789338054.6550001,1090715949.0,,0.0,,0.0,0.0,
bitcoin,79,1.0,,71.3026,94.0,,11415675.0,,813967308.255,1073073450.0,,0.0,,0.0,0.0,
bitcoin,80,1.0,,71.0398,97.301,,11420025.004881758,,811276292.3417991,1111179853.0,,0.0,,0.0,0.0,
bitcoin,81,1.0,,68.9509,98.9796,,11423925.000707217,,787689910.3312632,1130735527.0,,0.0,,0.0,0.0,
bitcoin,82,1.0,,65.1081,97.8,,11428500.0,,744087920.8499999,1117707300.0,,0.0,,0.0,0.0,
bitcoin,83,1.0,,65.4085,88.7869,,11432574.996987168,,747787581.6904352,1015062893.0,,0.0,,0.0,0.0,
bitcoin,84,1.0,,65.2057,91.572,,11437024.99672389,,745759220.8288788,1047311253.0,,0.0,,0.0,0.0,
bitcoin,85,1.0,,65.0437,89.28,,11441450.0,,744194241.365,1021492656.0,,0.0,,0.0,0.0,
bitcoin,86,1.0,,65.5021,90.3672,,11446625.003319789,,749777975.6299531,1034399451.0,,0.0,,0.0,0.0,
bitcoin,87,1.0,,65.9892,91.7024,,11450674.99869142,,755620882.6236478,1050054379.0,,0.0,,0.0,0.0,
bitcoin,88,1.0,,66.2494,94.5806,,11454075.000581514,,758825596.3435249,1083333286.0,,0.0,,0.0,0.0,
bitcoin,89,1.0,,67.8216,94.525,,11458099.994710391,,777106674.6012504,1083076902.0,,0.0,,0.0,0.0,
bitcoin,90,1.0,,68.4316,96.9499,,11461925.004564213,,784357867.1423364,1111232483.0,,0.0,,0.0,0.0,
bitcoin,91,1.0,,67.098,94.13,,11465824.9973441,,769333925.6717943,1079278107.0,,0.0,,0.0,0.0,
bitcoin,92,1.0,,69.3614,94.005,,11470525.003989149,,795611673.011693,1078286703.0,,0.0,,0.0,0.0,
bitcoin,93,1.0,,70.2551,98.5759,,11474525.000532584,,806143901.3649168,1131111629.0,,0.0,,0.0,0.0,
bitcoin,94,1.0,,72.6135,101.5,,11478874.995073892,,833521289.454798,1165105812.0,,0.0,,0.0,0.0,
bitcoin,95,1.0,,73.8145,110.34,,11484350.0,,847711553.075,1267183179.0,,0.0,,0.0,0.0,
bitcoin,96,1.0,,72.5204,106.23,,11489050.004706768,,833190501.9613367,1220481782.0,,0.0,,0.0,0.0,
bitcoin,97,1.0,,73.5564,101.61,,11493449.995079225,,845416805.2180455,1167849454.0,,0.0,,0.0,0.0,
bitcoin,98,1.0,,72.8642,103.7,,11498350.0,,837818074.07,1192378895.0,,0.0,,0.0,0.0,
bitcoin,99,1.0,,72.7376,104.86,,11502500.0,,836664244.0,1206152150.0,,0.0,,0.0,0.0,
ripple,99,5.59413e-05,,0.00406903590288,0.00587384,,437342.9203560533,,31811274.40369046,45921034.0,,0.0,,0.0,0.0,
bitcoin,100,1.0,,72.9734,106.56,,11507025.0,,839706738.135,1226188584.0,,0.0,,0.0,0.0,
ripple,100,5.30046e-05,,0.00386792587764,0.00565258,,414384.1167637079,,30239017.90624476,44191247.0,,0.0,,0.0,0.0,
ripple,101,4.40458e-05,,0.0032255400027,0.00466886,,344345.2108205001,,25216916.30620145,36500633.0,,0.0,,0.0,0.0,
bitcoin,101,1.0,,73.2315,105.841,,11511850.00141722,,843030043.3787851,1218425716.0,,0.0,,0.0,0.0,
bitcoin,102,1.0,,72.8867,106.75,,11513800.0,,839202886.46,1229098150.0,,0.0,,0.0,0.0,
ripple,102,4.23212e-05,,0.00308465260804,0.00448605,,330862.48216894595,,24115474.479103312,35071445.0,,0.0,,0.0,0.0,
bitcoin,103,1.0,,71.0947,101.672,,11523199.99606578,,819238446.7602978,1171586790.0,,0.0,,0.0,0.0,
ripple,103,4.11246e-05,,0.00292374109962,0.00419553,,321507.58898127294,,22857485.586346906,32800191.0,,0.0,,0.0,0.0,
bitcoin,104,1.0,,69.8062,103.4,,11528325.0,,804748560.615,1192028805.0,,0.0,,0.0,0.0,
ripple,104,4.16545e-05,,0.0029077423579,0.00427738,,325650.2860705619,,22732408.99949885,33440085.0,,0.0,,0.0,0.0,
bitcoin,105,1.0,,69.8827,102.71,,11533500.0,,805992120.45,1184605785.0,,0.0,,0.0,0.0,
ripple,105,4.20644e-05,,0.00293957384588,0.00431834,,328854.8413757138,,22981264.223406594,33760306.0,,0.0,,0.0,0.0,
ripple,106,4.18782e-05,,0.00295591411752,0.00437208,,327399.1561014437,,23109011.074601863,34180440.0,,0.0,,0.0,0.0,
bitcoin,106,1.0,,70.5836,103.77,,11538775.002409177,,814448279.2600482,1197378682.0,,0.0,,0.0,0.0,
ripple,107,4.18775e-05,,0.0029856228605,0.00439693,,327393.6782107061,,23341270.373089723,34374714.0,,0.0,,0.0,0.0,
bitcoin,107,1.0,,71.2942,105.18,,11544674.995246245,,823068368.0460848,1214268916.0,,0.0,,0.0,0.0,
bitcoin,108,1.0,,73.6152,106.068,,11549275.002828376,,850202189.1882113,1225008501.0,,0.0,,0.0,0.0,
ripple,108,3.91445e-05,,0.0028816301964,0.0042276,,306027.38803091587,,22528267.37537348,33050911.0,,0.0,,0.0,0.0,
bitcoin,109,1.0,,73.8297,111.621,,11553399.996416446,,852984055.7154272,1289602061.0,,0.0,,0.0,0.0,
ripple,109,3.37357e-05,,0.00249069661029,0.00384587,,263741.98628440377,,19471991.724781647,30066588.0,,0.0,,0.0,0.0,
bitcoin,110,1.0,,73.5616,111.87,,11557549.995530527,,850191869.7512183,1292943118.0,,0.0,,0.0,0.0,
ripple,110,2.98986e-05,,0.00219938885376,0.00332756,,233743.9565339769,,17194579.43296979,26014497.0,,0.0,,0.0,0.0,
ripple,111,2.63994e-05,,0.00194618752746,0.0029013,,206387.60292751525,,15215079.83665906,22682044.0,,0.0,,0.0,0.0,
bitcoin,111,1.0,,73.7209,109.867,,11561775.000682645,,852344458.6478251,1270257534.0,,0.0,,0.0,0.0,
bitcoin,112,1.0,,74.6914,112.74,,11566575.004434982,,863923680.2862551,1304015666.0,,0.0,,0.0,0.0,
ripple,112,4.86302e-05,,0.00363225772028,0.00549521,,380185.5427125078,,28396590.444957007,42960946.0,,0.0,,0.0,0.0,
bitcoin,113,1.0,,74.1534,114.4,,11571350.0,,858054945.09,1323762440.0,,0.0,,0.0,0.0,
ripple,113,5.43081e-05,,0.00402713026254,0.00619764,,424574.7363148876,,31483660.251852386,48452466.0,,0.0,,0.0,0.0,
bitcoin,114,1.0,,76.7487,118.782,,11576025.003788453,,888444870.2082589,1375023402.0,,0.0,,0.0,0.0,
ripple,114,4.66266e-05,,0.00357853093542,0.00555976,,364521.6205952416,,27976560.502578013,43465591.0,,0.0,,0.0,0.0,
bitcoin,115,1.0,,78.7578,120.5,,11580424.995850625,,912048795.738204,1395441212.0,,0.0,,0.0,0.0,
ripple,115,4.97892e-05,,0.00392128785576,0.00606081,,389246.48146930855,,30656196.53826351,47382745.0,,0.0,,0.0,0.0,
bitcoin,116,1.0,,83.1088,121.51,,11585525.002057444,,962859080.2909915,1407757143.0,,0.0,,0.0,0.0,
ripple,116,5.08266e-05,,0.00422413773408,0.00633807,,397356.7592749528,,33023843.4352302,49550333.0,,0.0,,0.0,0.0,
ripple,117,4.86604e-05,,0.00399729128068,0.0059671,,380421.6429843642,,31250382.57974368,46650130.0,,0.0,,0.0,0.0,
bitcoin,117,1.0,,82.1467,122.499,,11590775.002244916,,952143916.8769124,1419858347.0,,0.0,,0.0,0.0,
bitcoin,118,1.0,,80.5138,120.0,,11595975.0,,933636011.955,1391517000.0,,0.0,,0.0,0.0,
ripple,118,4.32227e-05,,0.00348002382326,0.0051352,,337910.30797546345,,27206442.95427487,40146428.0,,0.0,,0.0,0.0,
bitcoin,119,1.0,,81.2438,120.44,,11600625.0,,942478857.375,1397179275.0,,0.0,,0.0,0.0,
ripple,119,4.56896e-05,,0.0037119967244799,0.00552798,,357196.25403217814,,29019981.02333947,43217138.0,,0.0,,0.0,0.0,
ripple,120,4.98161e-05,,0.00416190101933,0.00609973,,389456.78047613584,,32537283.56191291,47687017.0,,0.0,,0.0,0.0,
bitcoin,120,1.0,,83.5453,122.0,,11604500.0,,969501433.85,1415749000.0,,0.0,,0.0,0.0,
ripple,121,5.36545e-05,,0.00449963269895,0.0064659,,419464.97111353406,,35177632.81899142,50549694.0,,0.0,,0.0,0.0,
bitcoin,121,1.0,,83.8631,122.04,,11608300.0,,973508023.73,1416676932.0,,0.0,,0.0,0.0,
bitcoin,122,1.0,,87.8372,125.67,,11612725.001989337,,1020029248.5447378,1459371151.0,,0.0,,0.0,0.0,
ripple,122,5.07147e-05,,0.00445463724684,0.00641998,,396481.9345903258,,34825862.98499737,50190696.0,,0.0,,0.0,0.0,
bitcoin,123,1.0,,88.1179,123.02,,11616900.0,,1023656832.51,1429111038.0,,0.0,,0.0,0.0,
ripple,123,5.09536e-05,,0.00448992422944,0.00634881,,398349.6301856883,,35101732.877739474,49634297.0,,0.0,,0.0,0.0,
bitcoin,124,1.0,,88.7382,123.44,,11621800.0,,1031297612.76,1434594992.0,,0.0,,0.0,0.0,
ripple,124,4.75764e-05,,0.00422184409848,0.00582002,,371947.05233143526,,33005911.919197373,45500275.0,,0.0,,0.0,0.0,
bitcoin,125,1.0,,93.1854,129.2,,11626725.0,,1083441019.815,1502172870.0,,0.0,,0.0,0.0,
ripple,125,4.55952e-05,,0.00424880695008,0.00604502,,356458.2475095202,,33216704.377473645,47259300.0,,0.0,,0.0,0.0,
ripple,126,4.16311e-05,,0.00407759139438,0.00586333,,325467.35346548806,,31878160.309060004,45838868.0,,0.0,,0.0,0.0,
bitcoin,126,1.0,,97.9458,137.76,,11631875.0,,1139293302.375,1602407100.0,,0.0,,0.0,0.0,
bitcoin,127,1.0,,97.0904,138.17,,11637549.99638127,,1129894384.168656,1607960283.0,,0.0,,0.0,0.0,
ripple,127,4.19182e-05,,0.00406985480528,0.00580064,,327711.86612249684,,31817676.166579667,45348764.0,,0.0,,0.0,0.0,
bitcoin,128,1.0,,96.4906,137.17,,11643449.996354887,,1123483476.218281,1597132036.0,,0.0,,0.0,0.0,
ripple,128,4.12939e-05,,0.00398447318734,0.00562712,,322831.1592352038,,31150172.25330036,43992204.0,,0.0,,0.0,0.0,
bitcoin,129,1.0,,96.8493,137.51,,11647900.0,,1128090961.47,1601702729.0,,0.0,,0.0,0.0,
ripple,129,4.14097e-05,,0.00401050045821,0.00567312,,323736.4713811624,,31353650.637735613,44351827.0,,0.0,,0.0,0.0,
bitcoin,130,1.0,,91.3508,135.21,,11652500.0,,1064465197.0,1575534525.0,,0.0,,0.0,0.0,
ripple,130,4.40173e-05,,0.00402101556884,0.005577,,344122.397421248,,31435856.302348945,43600371.0,,0.0,,0.0,0.0,
ripple,131,4.55573e-05,,0.00418610540218,0.00583863,,356161.9515865537,,32726510.780653022,45645766.0,,0.0,,0.0,0.0,
bitcoin,131,1.0,,91.8866,129.96,,11656575.0,,1071083044.395,1514888487.0,,0.0,,0.0,0.0,
ripple,132,4.87916e-05,,0.00430978154464,0.0059111,,381447.3486905652,,33693396.8887771,46212328.0,,0.0,,0.0,0.0,
bitcoin,132,1.0,,88.3304,126.13,,11661475.001982082,,1030062751.515078,1470861842.0,,0.0,,0.0,0.0,
ripple,133,4.97748e-05,,0.0044964712652399,0.006188,,389133.900554234,,35152916.78063744,48377102.0,,0.0,,0.0,0.0,
bitcoin,133,1.0,,90.3363,123.73,,11665350.004041055,,1053804557.570054,1443353756.0,,0.0,,0.0,0.0,
bitcoin,134,1.0,,88.4926,121.77,,11669150.004106104,,1032633423.6533597,1420952396.0,,0.0,,0.0,0.0,
ripple,134,5.08518e-05,,0.00450000799668,0.00614238,,397553.7689478671,,35180566.65399603,48020450.0,,0.0,,0.0,0.0,
bitcoin,135,1.0,,90.6332,126.4,,11674025.0,,1058054242.63,1475596760.0,,0.0,,0.0,0.0,
ripple,135,4.92818e-05,,0.00446656723576,0.00618881,,385279.6849447632,,34919130.74153572,48383435.0,,0.0,,0.0,0.0,
bitcoin,136,1.0,,91.5685,127.78,,11678700.0,,1069401040.95,1492304286.0,,0.0,,0.0,0.0,
ripple,136,4.64305e-05,,0.00425157123925,0.00585396,,362988.5309819336,,33238315.299219187,45765614.0,,0.0,,0.0,0.0,
bitcoin,137,1.0,,94.3032,131.65,,11683500.0,,1101791437.2,1538132775.0,,0.0,,0.0,0.0,
ripple,137,4.65513e-05,,0.00438993655416,0.00608146,,363932.9326574869,,34320040.134985514,47544184.0,,0.0,,0.0,0.0,
bitcoin,138,1.0,,94.5686,134.22,,11688825.003725229,,1105395816.2472894,1568874092.0,,0.0,,0.0,0.0,
ripple,138,4.77716e-05,,0.00451769333176,0.00642623,,373473.10459675424,,35318828.639368616,50239558.0,,0.0,,0.0,0.0,
bitcoin,139,1.0,,95.1639,135.05,,11693975.001851166,,1112844267.6786642,1579271324.0,,0.0,,0.0,0.0,
ripple,139,4.86696e-05,,0.00463158894744,0.0065889,,380493.56864763465,,36209251.91742664,51511294.0,,0.0,,0.0,0.0,
bitcoin,140,1.0,,93.311,131.39,,11699425.001902731,,1091685046.352546,1537187451.0,,0.0,,0.0,0.0,
ripple,140,4.88698e-05,,0.0045600899078,0.00634135,,382058.7072240138,,35650280.02977996,49575975.0,,0.0,,0.0,0.0,
ripple,141,4.92599e-05,,0.0046005396926799,0.0064294,,385108.472209833,,35966512.56678737,50264341.0,,0.0,,0.0,0.0,
bitcoin,141,1.0,,93.3932,129.95,,11704249.996152366,,1093097360.740657,1520967287.0,,0.0,,0.0,0.0,
bitcoin,142,1.0,,93.749,131.48,,11708475.0,,1097657822.775,1539430293.0,,0.0,,0.0,0.0,
ripple,142,5.35766e-05,,0.0050227526734,0.00704318,,418855.9540382328,,39267326.83513028,55062805.0,,0.0,,0.0,0.0,
bitcoin,143,1.0,,94.3131,131.31,,11712850.003807783,,1104675193.694124,1538014334.0,,0.0,,0.0,0.0,
ripple,143,7.25504e-05,,0.00684245313024,0.00961002,,567191.0296108436,,53493544.29479047,75130077.0,,0.0,,0.0,0.0,
bitcoin,144,1.0,,93.6891,132.06,,11716500.0,,1097708340.15,1547280990.0,,0.0,,0.0,0.0,
ripple,144,8.19584e-05,,0.00767860873344,0.0108464,,640741.739938044,,60030516.94722939,84795960.0,,0.0,,0.0,0.0,
bitcoin,145,1.0,,91.7398,130.23,,11721449.99616064,,1075323478.3577778,1526484433.0,,0.0,,0.0,0.0,
ripple,145,8.53418e-05,,0.00782923966364,0.0111217,,667192.7878206569,,61208132.9161095,86948225.0,,0.0,,0.0,0.0,
ripple,146,7.95787e-05,,0.00723024215655,0.0101137,,622137.5064744258,,56525236.35699367,79067792.0,,0.0,,0.0,0.0,
bitcoin,146,1.0,,90.8565,128.57,,11726049.996111069,,1065387861.4716651,1507618248.0,,0.0,,0.0,0.0,
ripple,147,7.6057e-05,,0.0068970312967999,0.00974518,,594605.2420120509,,53920230.39823361,76186743.0,,0.0,,0.0,0.0,
bitcoin,147,1.0,,90.6824,126.78,,11730650.0,,1063763495.56,1487211807.0,,0.0,,0.0,0.0,
bitcoin,148,1.0,,90.6417,128.37,,11735875.001947496,,1063759661.1640244,1506534274.0,,0.0,,0.0,0.0,
ripple,148,8.06762e-05,,0.00731262791754,0.0104008,,630717.6392844396,,57169319.04472839,81312308.0,,0.0,,0.0,0.0,
bitcoin,149,1.0,,90.538,126.73,,11741375.001972698,,1063040609.928604,1487984454.0,,0.0,,0.0,0.0,
ripple,149,7.93548e-05,,0.0071846248824,0.0100193,,620387.0793377182,,56168605.389078334,78329783.0,,0.0,,0.0,0.0,
bitcoin,150,1.0,,90.9276,126.09,,11746649.99603458,,1068094692.1794336,1481135098.0,,0.0,,0.0,0.0,
ripple,150,8.21952e-05,,0.00747381226752,0.010433,,642593.0134562254,,58429440.49034228,81564044.0,,0.0,,0.0,0.0,
ripple,151,8.24052e-05,,0.0075234546711599,0.0105899,,644234.7710449768,,58817539.3972956,82790671.0,,0.0,,0.0,0.0,
bitcoin,151,1.0,,91.2983,127.99,,11751874.998046722,,1072926209.1341692,1504122481.0,,0.0,,0.0,0.0,
bitcoin,152,1.0,,91.4989,128.02,,11756175.00390564,,1075677081.0648618,1505025524.0,,0.0,,0.0,0.0,
ripple,152,9.15545e-05,,0.00837713604005,0.011676,,715762.9893040854,,65491526.18203559,91281681.0,,0.0,,0.0,0.0,
bitcoin,153,1.0,,91.329,131.84,,11760650.0,,1074088403.85,1550524096.0,,0.0,,0.0,0.0,
bitcoin,154,1.0,,92.2534,133.93,,11764824.998133354,,1085345106.4827957,1575663012.0,,0.0,,0.0,0.0,
ripple,154,0.000106796,,0.0098522941064,0.0143469,,834919.3578032885,,77024149.4831699,112162483.0,,0.0,,0.0,0.0,
bitcoin,155,1.0,,92.6963,140.28,,11769075.0,,1090949706.9225,1650965841.0,,0.0,,0.0,0.0,
ripple,155,0.000101899,,0.0094456602736999,0.0141405,,796635.1547702698,,73845131.29713134,110548871.0,,0.0,,0.0,0.0,
bitcoin,156,1.0,,91.0223,131.65,,11773200.0,,1071623742.36,1549941780.0,,0.0,,0.0,0.0,
ripple,156,8.20639e-05,,0.00746964492497,0.0110409,,641566.5230952278,,58396860.53513075,86316539.0,,0.0,,0.0,0.0,
bitcoin,157,1.0,,92.7858,132.55,,11778200.0,,1092849709.56,1561200410.0,,0.0,,0.0,0.0,
ripple,157,8.94143e-05,,0.0082963773569399,0.0119368,,699031.1442090091,,64860163.94034827,93320587.0,,0.0,,0.0,0.0,
bitcoin,158,1.0,,73.5603,132.04,,11782425.0,,866718717.7275,1555751397.0,,0.0,,0.0,0.0,
ripple,158,7.06172e-05,,0.00519462241716,0.00930593,,552077.4858656792,,40610985.48352513,72752735.0,,0.0,,0.0,0.0,
bitcoin,159,1.0,,85.8838,123.07,,11787974.997968636,,1012396087.1305386,1450746083.0,,0.0,,0.0,0.0,
ripple,159,7.0283e-05,,0.0060361711153999,0.00840092,,549464.7506655224,,47190120.75320759,65677467.0,,0.0,,0.0,0.0,
bitcoin,160,1.0,,89.4046,128.26,,11792350.0,,1054290334.81,1512486811.0,,0.0,,0.0,0.0,
