cryptocurrency_id,timestamp,current_supply
bitcoin,2015-03-23,13972864
bitcoin,2015-03-24,13977189
bitcoin,2015-03-25,13981239
bitcoin,2015-03-26,13984939
bitcoin,2015-03-27,13989214
bitcoin,2015-03-28,13992914
bitcoin,2015-03-29,13996739
bitcoin,2015-03-30,14000289
bitcoin,2015-03-31,14004039
bitcoin,2015-04-01,14007339
bitcoin,2015-04-02,14011489
bitcoin,2015-04-03,14015139
bitcoin,2015-04-04,14018964
bitcoin,2015-04-05,14022664
bitcoin,2015-04-06,14025814
bitcoin,2015-04-07,14029614
bitcoin,2015-04-08,14032739
bitcoin,2015-04-09,14036064
bitcoin,2015-04-10,14039864
bitcoin,2015-04-11,14043364
bitcoin,2015-04-12,14046564
bitcoin,2015-04-13,14050464
bitcoin,2015-04-14,14054189
bitcoin,2015-04-15,14057239
bitcoin,2015-04-16,14060689
bitcoin,2015-04-17,14063839
bitcoin,2015-04-18,14067489
bitcoin,2015-04-19,14071114
bitcoin,2015-04-20,14074964
bitcoin,2015-04-21,14078789
bitcoin,2015-04-22,14082589
bitcoin,2015-04-23,14085839
bitcoin,2015-04-24,14088939
bitcoin,2015-04-25,14093014
bitcoin,2015-04-26,14096614
bitcoin,2015-04-27,14100039
bitcoin,2015-04-28,14103864
bitcoin,2015-04-29,14107039
bitcoin,2015-04-30,14110389
bitcoin,2015-05-01,14114089
bitcoin,2015-05-02,14117764
bitcoin,2015-05-03,14121289
bitcoin,2015-05-04,14124489
bitcoin,2015-05-05,14128339
bitcoin,2015-05-06,14132364
bitcoin,2015-05-07,14135889
bitcoin,2015-05-08,14139639
bitcoin,2015-05-09,14142864
bitcoin,2015-05-10,14146089
bitcoin,2015-05-11,14150039
bitcoin,2015-05-12,14153789
bitcoin,2015-05-13,14157839
bitcoin,2015-05-14,14161689
bitcoin,2015-05-15,14165364
bitcoin,2015-05-16,14168664
bitcoin,2015-05-17,14172939
bitcoin,2015-05-18,14176539
bitcoin,2015-05-19,14179789
bitcoin,2015-05-20,14183414
bitcoin,2015-05-21,14187289
bitcoin,2015-05-22,14190739
bitcoin,2015-05-23,14193539
bitcoin,2015-05-24,14197189
bitcoin,2015-05-25,14200714
bitcoin,2015-05-26,14204314
bitcoin,2015-05-27,14207764
bitcoin,2015-05-28,14211064
bitcoin,2015-05-29,14214914
bitcoin,2015-05-30,14218314
bitcoin,2015-05-31,14222014
bitcoin,2015-06-01,14225314
bitcoin,2015-06-02,14229064
bitcoin,2015-06-03,14232614
bitcoin,2015-06-04,14236139
bitcoin,2015-06-05,14239589
bitcoin,2015-06-06,14244039
bitcoin,2015-06-07,14247764
bitcoin,2015-06-08,14251689
bitcoin,2015-06-09,14255464
bitcoin,2015-06-10,14259689
bitcoin,2015-06-11,14263064
bitcoin,2015-06-12,14266614
bitcoin,2015-06-13,14270589
bitcoin,2015-06-14,14274289
bitcoin,2015-06-15,14277889
bitcoin,2015-06-16,14280839
bitcoin,2015-06-17,14284789
bitcoin,2015-06-18,14288689
bitcoin,2015-06-19,14292364
bitcoin,2015-06-20,14295714
bitcoin,2015-06-21,14298814
bitcoin,2015-06-22,14302639
bitcoin,2015-06-23,14306139
bitcoin,2015-06-24,14310039
bitcoin,2015-06-25,14313839
bitcoin,2015-06-26,14317689
bitcoin,2015-06-27,14320914
bitcoin,2015-06-28,14324439
bitcoin,2015-06-29,14327939
bitcoin,2015-06-30,14331564
bitcoin,2015-07-01,14334939
bitcoin,2015-07-02,14338789
bitcoin,2015-07-03,14342814
bitcoin,2015-07-04,14346614
bitcoin,2015-07-05,14350164
bitcoin,2015-07-06,14354689
bitcoin,2015-07-07,14358039
bitcoin,2015-07-08,14362064
bitcoin,2015-07-09,14365389
bitcoin,2015-07-10,14369239
bitcoin,2015-07-11,14372939
